"NOM_ENT,C,110","NOM_MUN,C,110",IS_IN_ZMVM
Hidalgo,Progreso de Obregón,0
Hidalgo,Mineral de la Reforma,0
Hidalgo,San Agustín Tlaxiaca,0
Hidalgo,San Bartolo Tutotepec,0
Hidalgo,San Salvador,0
Hidalgo,Santiago de Anaya,0
Hidalgo,Santiago Tulantepec de Lugo Guerrero,0
Hidalgo,Singuilucan,0
Hidalgo,Tasquillo,0
Hidalgo,Tecozautla,0
Hidalgo,Tenango de Doria,0
Hidalgo,Tepeapulco,0
Hidalgo,Tepehuacán de Guerrero,0
Hidalgo,Tepeji del Río de Ocampo,0
Hidalgo,Tepetitlán,0
Hidalgo,Tetepango,0
Hidalgo,Villa de Tezontepec,0
Hidalgo,Tezontepec de Aldama,0
Hidalgo,Tianguistengo,0
Hidalgo,Tizayuca,1
Hidalgo,Tlahuelilpan,0
Hidalgo,Tlahuiltepa,0
Hidalgo,Tlanalapa,0
Hidalgo,Tlanchinol,0
Hidalgo,Tlaxcoapan,0
Hidalgo,Tolcayuca,0
Hidalgo,Tula de Allende,0
Hidalgo,Tulancingo de Bravo,0
Hidalgo,Xochiatipan,0
Hidalgo,Xochicoatlán,0
Hidalgo,Yahualica,0
Hidalgo,Zacualtipán de Ángeles,0
Hidalgo,Zapotlán de Juárez,0
Hidalgo,Zempoala,0
Hidalgo,Zimapán,0
Jalisco,Acatic,0
Jalisco,Acatlán de Juárez,0
Jalisco,Ahualulco de Mercado,0
Jalisco,Amacueca,0
Jalisco,Amatitán,0
Jalisco,Ameca,0
Jalisco,San Juanito de Escobedo,0
Jalisco,Arandas,0
Jalisco,El Arenal,0
Jalisco,Atemajac de Brizuela,0
Jalisco,Atengo,0
Jalisco,Atenguillo,0
Jalisco,Atotonilco el Alto,0
Jalisco,Atoyac,0
Jalisco,Autlán de Navarro,0
Jalisco,Ayotlán,0
Jalisco,Ayutla,0
Jalisco,La Barca,0
Jalisco,Bola–os,0
Jalisco,Cabo Corrientes,0
Jalisco,Casimiro Castillo,0
Jalisco,Cihuatlán,0
Jalisco,Zapotlán el Grande,0
Jalisco,Cocula,0
Jalisco,Colotlán,0
Jalisco,Concepción de Buenos Aires,0
Jalisco,Cuautitlán de García Barragán,0
Jalisco,Cuautla,0
Jalisco,Cuquío,0
Jalisco,Chapala,0
Jalisco,Chimaltitán,0
Jalisco,Chiquilistlán,0
Jalisco,Degollado,0
Jalisco,Ejutla,0
Jalisco,Encarnación de Díaz,0
Jalisco,Etzatlán,0
Jalisco,El Grullo,0
Jalisco,Guachinango,0
Jalisco,Guadalajara,0
Jalisco,Hostotipaquillo,0
Jalisco,Huejúcar,0
Jalisco,Huejuquilla el Alto,0
Jalisco,La Huerta,0
Jalisco,Ixtlahuacán de los Membrillos,0
Jalisco,Ixtlahuacán del Río,0
Jalisco,Jalostotitlán,0
Jalisco,Jamay,0
Jalisco,Jesús María,0
Jalisco,Jilotlán de los Dolores,0
Jalisco,Jocotepec,0
Jalisco,Juanacatlán,0
Jalisco,Juchitlán,0
Jalisco,Lagos de Moreno,0
Jalisco,El Limón,0
Jalisco,Magdalena,0
Jalisco,Santa María del Oro,0
Jalisco,La Manzanilla de la Paz,0
Jalisco,Mascota,0
Jalisco,Mazamitla,0
Jalisco,Mexticacán,0
Jalisco,Mezquitic,0
Jalisco,Mixtlán,0
Jalisco,Ocotlán,0
Jalisco,Ojuelos de Jalisco,0
Jalisco,Pihuamo,0
Jalisco,Poncitlán,0
Jalisco,Puerto Vallarta,0
Jalisco,Villa Purificación,0
Jalisco,Quitupan,0
Jalisco,El Salto,0
Jalisco,San Cristóbal de la Barranca,0
Jalisco,San Diego de Alejandría,0
Jalisco,San Juan de los Lagos,0
Jalisco,San Julián,0
Jalisco,San Marcos,0
Jalisco,San Martín de Bola–os,0
Jalisco,San Martín Hidalgo,0
Jalisco,San Miguel el Alto,0
Jalisco,Gómez Farías,0
Jalisco,San Sebastián del Oeste,0
Jalisco,Santa María de los Ángeles,0
Jalisco,Sayula,0
Jalisco,Tala,0
Jalisco,Talpa de Allende,0
Jalisco,Tamazula de Gordiano,0
Jalisco,Tapalpa,0
Jalisco,Tecalitlán,0
Jalisco,Tecolotlán,0
Jalisco,Techaluta de Montenegro,0
Jalisco,Tenamaxtlán,0
Jalisco,Teocaltiche,0
Jalisco,Teocuitatlán de Corona,0
Jalisco,Tepatitlán de Morelos,0
Jalisco,Tequila,0
Jalisco,Teuchitlán,0
Jalisco,Tizapán el Alto,0
Jalisco,Tlajomulco de Zú–iga,0
Jalisco,San Pedro Tlaquepaque,0
Jalisco,Tolimán,0
Jalisco,Tomatlán,0
Jalisco,Tonalá,0
Jalisco,Tonaya,0
Jalisco,Tonila,0
Jalisco,Totatiche,0
Jalisco,Tototlán,0
Jalisco,Tuxcacuesco,0
Jalisco,Tuxcueca,0
Jalisco,Tuxpan,0
Jalisco,Unión de San Antonio,0
Jalisco,Unión de Tula,0
Jalisco,Valle de Guadalupe,0
Jalisco,Valle de Juárez,0
Jalisco,San Gabriel,0
Jalisco,Villa Corona,0
Jalisco,Villa Guerrero,0
Jalisco,Villa Hidalgo,0
Jalisco,Ca–adas de Obregón,0
Jalisco,Yahualica de González Gallo,0
Jalisco,Zacoalco de Torres,0
Jalisco,Zapopan,0
Jalisco,Zapotiltic,0
Jalisco,Zapotitlán de Vadillo,0
Jalisco,Zapotlán del Rey,0
Jalisco,Zapotlanejo,0
Jalisco,San Ignacio Cerro Gordo,0
México,Acambay de Ruíz Casta–eda,0
México,Acolman,1
México,Aculco,0
México,Almoloya de Alquisiras,0
México,Almoloya de Juárez,0
México,Almoloya del Río,0
México,Amanalco,0
México,Amatepec,0
México,Amecameca,1
México,Apaxco,1
México,Atenco,1
México,Atizapán,0
México,Atizapán de Zaragoza,1
México,Atlacomulco,0
México,Atlautla,1
México,Axapusco,1
México,Ayapango,1
México,Calimaya,0
México,Capulhuac,0
México,Coacalco de Berriozábal,1
México,Coatepec Harinas,0
México,Cocotitlán,1
México,Coyotepec,1
México,Cuautitlán,1
México,Chalco,1
México,Chapa de Mota,0
México,Chapultepec,0
México,Chiautla,1
México,Chicoloapan,1
México,Chiconcuac,1
México,Chimalhuacán,1
México,Donato Guerra,0
México,Ecatepec de Morelos,1
México,Ecatzingo,1
México,Huehuetoca,1
México,Hueypoxtla,1
México,Huixquilucan,1
México,Isidro Fabela,1
México,Ixtapaluca,1
México,Ixtapan de la Sal,0
México,Ixtapan del Oro,0
México,Ixtlahuaca,0
México,Xalatlaco,0
México,Jaltenco,1
México,Jilotepec,0
México,Jilotzingo,1
México,Jiquipilco,0
México,Jocotitlán,0
México,Joquicingo,0
México,Juchitepec,1
México,Lerma,0
México,Malinalco,0
México,Melchor Ocampo,1
México,Metepec,0
México,Mexicaltzingo,0
México,Morelos,0
México,Naucalpan de Juárez,1
México,Nezahualcóyotl,1
México,Nextlalpan,1
México,Nicolás Romero,1
México,Nopaltepec,1
México,Ocoyoacac,0
México,Ocuilan,0
México,El Oro,0
México,Otumba,1
México,Otzoloapan,0
México,Otzolotepec,0
México,Ozumba,1
México,Papalotla,1
México,La Paz,1
México,Polotitlán,0
México,Rayón,0
México,San Antonio la Isla,0
México,San Felipe del Progreso,0
México,San Martín de las Pirámides,1
México,San Mateo Atenco,0
México,San Simón de Guerrero,0
México,Santo Tomás,0
México,Soyaniquilpan de Juárez,0
México,Sultepec,0
México,Tecámac,1
México,Tejupilco,0
México,Temamatla,1
México,Temascalapa,1
México,Temascalcingo,0
México,Temascaltepec,0
México,Temoaya,0
México,Tenancingo,0
México,Tenango del Aire,1
México,Tenango del Valle,0
México,Teoloyucan,1
México,Teotihuacán,1
México,Tepetlaoxtoc,1
México,Tepetlixpa,1
México,Tepotzotlán,1
México,Tequixquiac,1
México,Texcaltitlán,0
México,Texcalyacac,0
México,Texcoco,1
México,Tezoyuca,1
México,Tianguistenco,0
México,Timilpan,0
México,Tlalmanalco,1
México,Tlalnepantla de Baz,1
México,Tlatlaya,0
México,Toluca,0
México,Tonatico,0
México,Tultepec,1
México,Tultitlán,1
México,Valle de Bravo,0
México,Villa de Allende,0
México,Villa del Carbón,1
México,Villa Guerrero,0
México,Villa Victoria,0
México,Xonacatlán,0
México,Zacazonapan,0
México,Zacualpan,0
México,Zinacantepec,0
México,Zumpahuacán,0
México,Zumpango,1
México,Cuautitlán Izcalli,1
México,Valle de Chalco Solidaridad,1
México,Luvianos,0
México,San José del Rincón,0
México,Tonanitla,1
Michoacán de Ocampo,Acuitzio,0
Michoacán de Ocampo,Aguililla,0
Michoacán de Ocampo,Álvaro Obregón,0
Michoacán de Ocampo,Angamacutiro,0
Michoacán de Ocampo,Angangueo,0
Michoacán de Ocampo,Apatzingán,0
Michoacán de Ocampo,Aporo,0
Michoacán de Ocampo,Aquila,0
Michoacán de Ocampo,Ario,0
Michoacán de Ocampo,Arteaga,0
Michoacán de Ocampo,Brise–as,0
Michoacán de Ocampo,Buenavista,0
Michoacán de Ocampo,Carácuaro,0
Michoacán de Ocampo,Coahuayana,0
Michoacán de Ocampo,Coalcomán de Vázquez Pallares,0
Michoacán de Ocampo,Coeneo,0
Michoacán de Ocampo,Contepec,0
Michoacán de Ocampo,Copándaro,0
Michoacán de Ocampo,Cotija,0
Michoacán de Ocampo,Cuitzeo,0
Michoacán de Ocampo,Charapan,0
Michoacán de Ocampo,Charo,0
Michoacán de Ocampo,Chavinda,0
Michoacán de Ocampo,Cherán,0
Michoacán de Ocampo,Chilchota,0
Michoacán de Ocampo,Chinicuila,0
Michoacán de Ocampo,Chucándiro,0
Michoacán de Ocampo,Churintzio,0
Michoacán de Ocampo,Churumuco,0
Michoacán de Ocampo,Ecuandureo,0
Michoacán de Ocampo,Epitacio Huerta,0
Michoacán de Ocampo,Erongarícuaro,0
Michoacán de Ocampo,Gabriel Zamora,0
Michoacán de Ocampo,Hidalgo,0
Michoacán de Ocampo,La Huacana,0
Michoacán de Ocampo,Huandacareo,0
Michoacán de Ocampo,Huaniqueo,0
Michoacán de Ocampo,Huetamo,0
Michoacán de Ocampo,Huiramba,0
Michoacán de Ocampo,Indaparapeo,0
Michoacán de Ocampo,Irimbo,0
Michoacán de Ocampo,Ixtlán,0
Michoacán de Ocampo,Jacona,0
Michoacán de Ocampo,Jiménez,0
Michoacán de Ocampo,Jiquilpan,0
Michoacán de Ocampo,Juárez,0
Michoacán de Ocampo,Jungapeo,0
Michoacán de Ocampo,Lagunillas,0
Michoacán de Ocampo,Madero,0
Michoacán de Ocampo,Maravatío,0
Michoacán de Ocampo,Marcos Castellanos,0
Michoacán de Ocampo,Lázaro Cárdenas,0
Michoacán de Ocampo,Morelia,0
Michoacán de Ocampo,Morelos,0
Michoacán de Ocampo,Múgica,0
Michoacán de Ocampo,Nahuatzen,0
Michoacán de Ocampo,Nocupétaro,0
Michoacán de Ocampo,Nuevo Parangaricutiro,0
Michoacán de Ocampo,Nuevo Urecho,0
Michoacán de Ocampo,Numarán,0
Michoacán de Ocampo,Ocampo,0
Michoacán de Ocampo,Pajacuarán,0
Michoacán de Ocampo,Panindícuaro,0
Michoacán de Ocampo,Parácuaro,0
Michoacán de Ocampo,Paracho,0
Michoacán de Ocampo,Pátzcuaro,0
Michoacán de Ocampo,Penjamillo,0
Michoacán de Ocampo,Peribán,0
